BV号：BV1SmnKzTEwN
标题：BV1SmnKzTEwN
链接：https://www.bilibili.com/video/BV1SmnKzTEwN
识别语言：zh
语言置信度：1
分段数：456
生成时间：2026-08-29 22:52:32

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:10:08 - 00:10:11] 比如这个蛋白质结构,对不对
[00:10:11 - 00:10:13] 但是不能自己提出新的猜想
[00:10:13 - 00:10:14] 新的理论
[00:10:14 - 00:10:15] 哈萨比斯说
[00:10:15 - 00:10:17] 这种创造新概念的能力
[00:10:17 - 00:10:19] 是AGI的核心标准之一
[00:10:19 - 00:10:20] 主持人追问
[00:10:20 - 00:10:23] 那人类的创造力到底是什么呢
[00:10:23 - 00:10:25] 哈萨比斯举了个思想实验
[00:10:25 - 00:10:28] 如果给AI输入1901年以前的所有知识
[00:10:28 - 00:10:31] 它能不能像爱因斯坦在1905年那样
[00:10:31 - 00:10:33] 自己提出狭义相对论呢
[00:10:33 - 00:10:34] 如果能
[00:10:34 - 00:10:37] 就说明AI在创造力上卖出了关键一步
[00:10:37 - 00:10:38] 还有AlphaGo的例子
[00:10:38 - 00:10:40] 虽然他击败了围棋世界冠军
[00:10:40 - 00:10:42] 还下出了第三十七手
[00:10:42 - 00:10:43] 这样的创新起步
[00:10:43 - 00:10:46] 但是他不能创造一款像围棋一样优雅
[00:10:46 - 00:10:47] 精妙的新游戏
[00:10:47 - 00:10:49] 只能在现有的规则里玩
[00:10:49 - 00:10:51] 哈萨比斯说
[00:10:51 - 00:10:53] AGI现在缺的就是创造美
[00:10:53 - 00:10:54] 新赏美的能力
[00:10:54 - 00:10:58] 以及顶尖科学家那种飞线性的直觉飞跃
[00:10:58 - 00:10:59] 他解释说
[00:10:59 - 00:11:03] 优秀科学家和伟大科学家的区别就在于创造力
[00:11:03 - 00:11:05] 优秀的能把技术练到极致
[00:11:05 - 00:11:08] 伟大的能从其他学科借鉴灵感
[00:11:08 - 00:11:10] 比如从生物学里的规律
[00:11:10 - 00:11:12] 想到物理学的问题
[00:11:12 - 00:11:15] AI现在还做不到这种跨领域的类比
[00:11:15 - 00:11:16] 也没有所谓的一致性
[00:11:16 - 00:11:19] 比如有些模型被吹成了博士级的智能
[00:11:20 - 00:11:21] 但是换个问法
[00:11:21 - 00:11:23] 他连高中数学题都能算错
[00:11:24 - 00:11:25] 真正的AGI
[00:11:25 - 00:11:27] 不应该会犯这种低级错误
[00:11:27 - 00:11:27] 显然
[00:11:27 - 00:11:31] 哈萨比斯在这里阴阳了一下OpenAI的GPT5
[00:11:31 - 00:11:33] 随后,他给出了一个明确的时间线
[00:11:33 - 00:11:36] 那就是我们离AGI还有5到10年的时间
[00:11:36 - 00:11:39] 期间需要依到两个根本性的突破
[00:11:39 - 00:11:41] 可能是在持续学习方面
[00:11:41 - 00:11:43] 比如教AI新的知识
[00:11:43 - 00:11:45] 他能马上学会,不用重新训练
[00:11:45 - 00:11:48] 也可能是在跨领域的推理上
[00:11:48 - 00:11:52] 他不觉得靠着堆数据,堆参数,就能实现AGI
[00:11:52 - 00:11:55] 必须还得有底层架构方面的突破
[00:11:55 - 00:11:56] 主持人还提到一个说法
[00:11:56 - 00:11:59] 那就是现在大语言模型的性能在驱同
[00:11:59 - 00:12:01] 提升速度变慢了
[00:12:01 - 00:12:03] 哈萨比斯直接否定了这种说法
[00:12:03 - 00:12:05] 至少从DepayMand的内部来看
[00:12:05 - 00:12:06] 进步还在加速
[00:12:06 - 00:12:08] 比如Gemini模型
[00:12:08 - 00:12:09] Vail模型
[00:12:09 - 00:12:11] 还有大家反想特别好的
[00:12:11 - 00:12:13] Nano Banana都在持续突破
[00:12:13 - 00:12:14] 提到Nano Banana
[00:12:14 - 00:12:16] 哈萨比斯特别骄傲
[00:12:16 - 00:12:18] 这款图像生成工具最牛的地方
[00:12:18 - 00:12:19] 就是一致性
[00:12:19 - 00:12:22] 你让它去修改图里的某个细节
[00:12:22 - 00:12:24] 比如把蓝色的杯子改成红色
[00:12:24 - 00:12:25] 它只会改杯子
[00:12:25 - 00:12:27] 其他部分完全不便
[00:12:27 - 00:12:29] 这样你就能反复调整
[00:12:29 - 00:12:31] 直到做出满意的效果
[00:12:31 - 00:12:32] 他说
[00:12:32 - 00:12:34] 这就是未来创意工具的方向
[00:12:34 - 00:12:36] 用户不用学复杂的操作
[00:12:36 - 00:12:38] 直接对话就能够创作
[00:12:38 - 00:12:40] 这呢还有一个很重要的趋势
[00:12:40 - 00:12:42] 那就是创造里的民主化
[00:12:42 - 00:12:43] 哈萨比斯说
[00:12:43 - 00:12:44] 以前呢
[00:12:44 - 00:12:45] 学photoshop
[00:12:45 - 00:12:46] 你得买一本厚厚的纸男
[00:12:46 - 00:12:48] 练几个月才能学会抠图
[00:12:48 - 00:12:49] 语化
[00:12:49 - 00:12:51] 而现在用nanobanana
[00:12:51 - 00:12:52] 直接说
[00:12:52 - 00:12:53] 把这个人抠出来
[00:12:53 - 00:12:54] 背景换成草原
[00:12:54 - 00:12:55] AI就能做到
[00:12:55 - 00:12:57] 但是这不是说
[00:12:57 - 00:12:58] 人人都能成顶尖创作者
[00:12:59 - 00:13:00] 顶尖的导演
[00:13:00 - 00:13:01] 艺术家
[00:13:01 - 00:13:02] 他们的叙事能力
[00:13:02 - 00:13:03] 和艺术风格
[00:13:03 - 00:13:05] 还是AI替代不了的
[00:13:05 - 00:13:05] AI能做的
[00:13:05 - 00:13:06] 是让他们的效率
[00:13:06 - 00:13:08] 提升10倍甚至100倍
[00:13:08 - 00:13:10] 比如导演达伦阿伦诺夫斯基
[00:13:10 - 00:13:12] 用他们的Vail工具来做电影
[00:13:12 - 00:13:14] 能够快速把脑子里的想法
[00:13:14 - 00:13:15] 变成画面
[00:13:15 - 00:13:17] 不用再等团队熬夜做特效了
[00:13:18 - 00:13:19] 主持人又追问到
[00:13:19 - 00:13:20] 未来会不会变成
[00:13:20 - 00:13:22] 每个人都有自己的专属内容呢
[00:13:22 - 00:13:24] 比如我说
[00:13:24 - 00:13:27] 要一首大位马修风格的歌, AI 马上就能写出来。
[00:13:27 - 00:13:30] 我说,要一款以勇敢的行为背景的游戏,
[00:13:30 - 00:13:33] 主角是我 AI 马上就能生成出来。
[00:13:33 - 00:13:37] 哈萨比斯说,这种共创式的娱乐时代,肯定会到来,
[00:13:37 - 00:13:40] 但是顶尖创作者的角色并不会消失,
[00:13:40 - 00:13:43] 而是会变成世界观的编辑者。
[00:13:43 - 00:13:47] 他们会来设计核心的故事线,设定世界规则,
[00:13:47 - 00:13:50] 然后普通人在这个框架里完成自己的创作。
[00:13:50 - 00:13:54] 比如一款游戏,创作者设计好背景和核心玩法,
[00:13:54 - 00:13:57] 玩家能自己添加剧情、修改角色
[00:13:57 - 00:14:00] 这样既有集体的共鸣,又有个人特色
[00:14:00 - 00:14:03] 聊到这里,主持人问了个很实际的问题
[00:14:03 - 00:14:06] 哈萨比斯现在还管理着ISOMORPHIC公司吗?
[00:14:06 - 00:14:08] 这家公司是做什么的?
[00:14:08 - 00:14:11] 哈萨比斯回答道,他还在管着ISOMORPHIC
[00:14:11 - 00:14:14] 这是一家从DeepMind分出来的公司
[00:14:14 - 00:14:15] 专门做药物发现
[00:14:15 - 00:14:17] 核心技术来自于AlphaFold
[00:14:17 - 00:14:19] 但是AlphaFold只是第一步
[00:14:19 - 00:14:23] 知道了蛋白质结构,不代表能做出药物
[00:14:23 - 00:14:25] 而ISOMOFFIC要做的
[00:14:25 - 00:14:27] 是围绕IFEFOLD去建立一系列的模型
[00:14:27 - 00:14:31] 比如设计能和蛋白质精准结合的化合物
[00:14:31 - 00:14:33] 以及预测化合物有没有副作用
[00:14:33 - 00:14:35] 它的目标也很激进
[00:14:35 - 00:14:37] 那就是在未来十年
[00:14:37 - 00:14:38] 把药物研发的周期
[00:14:38 - 00:14:40] 从几年甚至几十年
[00:14:40 - 00:14:42] 缩短到几周甚至几天
[00:14:42 - 00:14:44] 现在ISOMOFFIC已经和里来
[00:14:44 - 00:14:46] 诺华这些大的药企合作
[00:14:46 - 00:14:48] 还有自己的内部研发项目
[00:14:48 - 00:14:49] 主公癌症
[00:14:49 - 00:14:50] 免疫学领域
[00:14:50 - 00:14:53] 还和MD安德森埃政中心这样的顶尖机构合作
[00:14:54 - 00:14:55] 哈萨比斯说
[00:14:56 - 00:14:58] 明年某个时候他们的候选药物
[00:14:58 - 00:14:59] 就能进入临床前阶段
[00:14:59 - 00:15:01] 也就是在动物身上做实验
[00:15:01 - 00:15:04] 之后再交给药企推进人体临床试验
[00:15:05 - 00:15:07] 这里涉及到一个比较专业的问题
[00:15:07 - 00:15:09] 就是用AI来做药物发现
[00:15:10 - 00:15:12] 是用概率模型还是确定性模型呢
[00:15:12 - 00:15:14] 概率模型是靠数据来猜
[00:15:14 - 00:15:18] 比如这个化合物有效的概率是80%
[00:15:18 - 00:15:20] 而确定性模型是靠规则来算
[00:15:20 - 00:15:22] 比如根据化学原理
[00:15:22 - 00:15:25] 这个化合物一定能和蛋白质结合
[00:15:25 - 00:15:26] 主持人问哈萨比斯
[00:15:26 - 00:15:28] 他们更倾向于哪种呢
[00:15:28 - 00:15:29] 哈萨比斯说
[00:15:29 - 00:15:31] 他们现在做的是混合模型
[00:15:31 - 00:15:34] Alpha Fold就是一个典型的例子
[00:15:34 - 00:15:35] 它有个概率部分
[00:15:35 - 00:15:37] 用神经网络和Transformer
[00:15:37 - 00:15:38] 从数据里学习规律
[00:15:38 - 00:15:40] 但是也有确定性的部分
[00:15:40 - 00:15:43] 把已知的化学物理规则欠进去
[00:15:43 - 00:15:44] 比如原子不能重叠
[00:15:44 - 00:15:47] 见脚不能超过某个范围等等
[00:15:47 - 00:15:48] 为什么要这样呢
[00:15:48 - 00:15:51] 因为生物学和化学领域的数据往往不够多
[00:15:51 - 00:15:54] 如果让AI自己学这些基础规则
[00:15:54 - 00:15:55] 就会浪费大量的算力
[00:15:55 - 00:15:57] 如果直接欠进去
[00:15:57 - 00:15:59] 就能让模型更高效、更准确
[00:15:59 - 00:16:02] 不过,混合模型的难点在于平衡
[00:16:02 - 00:16:06] 怎么让数据驱动的部分和规则驱动的部分协同工作
[00:16:06 - 00:16:08] 而不是互相干扰
[00:16:08 - 00:16:10] 比如AlphaGo也是混合模型
[00:16:10 - 00:16:12] 有学习人类奇谱的部分
[00:16:12 - 00:16:14] 也有自己探索的部分
[00:16:14 - 00:16:16] 而且他们还会不断的优化
[00:16:16 - 00:16:18] 比如Alphago的升级版AlphaZero
[00:16:19 - 00:16:22] 他们把AlphaGo里针对围棋的规则全删掉
[00:16:22 - 00:16:24] 让它从零开始自我对抑
[00:16:24 - 00:16:27] 结果AlphaZero不仅学会了夏围棋
[00:16:27 - 00:16:29] 还学会了夏国际象棋和象棋
[00:16:29 - 00:16:31] 通用性大大提升
[00:16:31 - 00:16:32] 哈萨比斯说
[00:16:32 - 00:16:33] 未来AGI的突破
[00:16:33 - 00:16:36] 可能也会来自这种混合模型的优化
[00:16:36 - 00:16:38] 先靠混合模型解决问题
[00:16:38 - 00:16:40] 再把经验反补给纯学习模型
[00:16:41 - 00:16:43] 从而慢慢实现端道端学习
[00:16:43 - 00:16:46] 最后,主持人问了一个所有人都关心的问题
[00:16:46 - 00:16:48] 如今AI的能源需求越来越大
[00:16:48 - 00:16:51] 未来会不会出现能源危机呢?
[00:16:51 - 00:16:53] 哈萨比斯的回答很辨证
[00:16:53 - 00:16:55] 那就是两个趋势同时存在
[00:16:55 - 00:16:58] 一方面,Deep Mind一直在优化模型的效率
[00:16:58 - 00:17:00] 比如模型征流
[00:17:00 - 00:17:02] 用一个大模型教小模型
[00:17:02 - 00:17:04] 让小模型的性能可以接近大模型
[00:17:04 - 00:17:07] 但是能耗和延迟降低10倍,甚至100倍
[00:17:07 - 00:17:10] 现在Google每天要给数十亿用户提供AI服务
[00:17:10 - 00:17:13] 必须靠这种技术来控制成本和能耗
[00:17:13 - 00:17:16] 但是另一方面 AI的能源需求还在增长
[00:17:16 - 00:17:19] 因为大家对AGI的期待越来越高
[00:17:19 - 00:17:23] 需要训练更大 更复杂的模型 实验更多新的想法
[00:17:23 - 00:17:27] 这种前沿探索所需要的能耗暂时还降不下来
[00:17:27 - 00:17:29] 不过哈萨比斯还是很乐观的
[00:17:29 - 00:17:34] 认为长期来看 AI节省的能源会远远超过它所消耗的
[00:17:34 - 00:17:37] 比如 AI能够优化电网 让电力分配更加合理
[00:17:37 - 00:17:41] 它会让我们的生产能力和质量更加合理
[00:17:41 - 00:17:44] 减少浪费,还能设计出新的材料
