BV号：BV1GrMj6ZEdg
标题：BV1GrMj6ZEdg
链接：https://www.bilibili.com/video/BV1GrMj6ZEdg
识别语言：zh
语言置信度：1
分段数：274
生成时间：2026-08-29 18:25:38

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:01:11 - 00:01:12] 发现了一个致命的问题
[00:01:12 - 00:01:15] 模型在读取图片里的代码时
[00:01:15 - 00:01:17] 对大仪的理解完全没问题
[00:01:17 - 00:01:19] 但只要遇到像哈希执埃地
[00:01:19 - 00:01:20] 这种精确的自服串
[00:01:20 - 00:01:22] 它就会疯狂出错
[00:01:22 - 00:01:24] 更可怕的是它出错的时候不抱错
[00:01:24 - 00:01:27] 而是傻有介事的瞎编一个给你
[00:01:27 - 00:01:29] 这引发了一个巨大的争议
[00:01:29 - 00:01:32] 大模型的眼睛到底是怎么看东西的
[00:01:32 - 00:01:34] 为什么它能看懂复杂的逻辑
[00:01:34 - 00:01:35] 却既不对一刹数字
[00:01:35 - 00:01:37] 如果视觉通道这么不可靠
[00:01:37 - 00:01:40] 那P-Spype这种省钱的也录着
[00:01:40 - 00:01:41] 还有实用的价值吗
[00:01:41 - 00:01:43] 为了搞清楚这个问题
[00:01:43 - 00:01:44] 我们得先了解一下背景
[00:01:44 - 00:01:46] 在LLM的计费体系里
[00:01:46 - 00:01:49] 文本Token是按字符数来算的
[00:01:49 - 00:01:50] 差不多一个单词或者几个字母
[00:01:50 - 00:01:51] 就是一个Token
[00:01:51 - 00:01:54] 你发的字越多 钱扣的越狠
[00:01:54 - 00:01:56] 但图像Token的计费规则完全不同
[00:01:56 - 00:02:00] Cloud按28×28像素的patch来计视觉token
[00:02:00 - 00:02:07] 一张1568×728的生产页约1400-1500个视觉token
[00:02:07 - 00:02:10] Redmilly还提到过1928×1928级别的页面
[00:02:10 - 00:02:13] 那才是约4700个token
[00:02:13 - 00:02:15] 如果这3万字符是代码
[00:02:15 - 00:02:17] Jason日志这类token dance内容
[00:02:17 - 00:02:19] 可能是1.5万到3万个text token
[00:02:19 - 00:02:22] 如果是普通英文prose才可能接近1万个token
[00:02:22 - 00:02:25] 这一进一出差价就出来了
[00:02:25 - 00:02:28] PSPype就是抓住了这个信息密度的差价
[00:02:28 - 00:02:31] 它做了一个本地代理拦截你发给Cloud的请求
[00:02:31 - 00:02:34] 把里面那些又长又臭的工具文档和历史记录
[00:02:34 - 00:02:36] 实时渲染成图片再发出去
[00:02:36 - 00:02:38] 真实数据是什么样的
[00:02:38 - 00:02:40] Redme展示过一个48000字符的势力
[00:02:40 - 00:02:43] 作为文本约25000token
[00:02:43 - 00:02:45] 作为图像约2700token
[00:02:45 - 00:02:50] 但当前原码的生产业长量是1568x728
[00:02:50 - 00:02:52] 约2880个字符每页
[00:02:52 - 00:02:54] 在真实的Cloud Code流量上
[00:02:54 - 00:02:58] PiSpy不测得平均信息密度是1.91字幅每token
[00:02:58 - 00:03:01] 所以密集的代码Jason日志这类内容
[00:03:01 - 00:03:03] 才有真正的套利空间
[00:03:03 - 00:03:04] 我们直接来看原码
[00:03:04 - 00:03:07] 看看这个赛博抄阳毛是怎么落地的
[00:03:07 - 00:03:07] 第一点
[00:03:07 - 00:03:09] 极致的渲染压榨
[00:03:09 - 00:03:12] 打开srccorrander.ts
[00:03:12 - 00:03:15] 你会发现作者在像素级别的扣门
[00:03:15 - 00:03:19] 他用了一个非常紧凑的5x8像素的点阵字体
[00:03:19 - 00:03:23] 页面大小严格限制在1568x728像素
[00:03:23 - 00:03:26] 这是pyspype当前生产业的选择
[00:03:26 - 00:03:31] 目的是让5成8字型在作者测到的重材样约束下保持清晰
[00:03:31 - 00:03:34] 这不是Cloud高分辨率Tear的官方最大图片尺寸
[00:03:34 - 00:03:35] 在这个尺寸下
[00:03:35 - 00:03:39] 一张图能塞下整整28,080个字符
[00:03:39 - 00:03:41] 第二点 精准的分层策略
[00:03:41 - 00:03:43] 不是所有东西都能转成图片
[00:03:43 - 00:03:45] 在Transform.ts里
[00:03:45 - 00:03:48] 作者做了一个非常聪明的分层记忆设计
[00:03:48 - 00:03:50] 最近的对话也就是你刚刚
[00:03:50 - 00:03:53] 问的问题和模型刚给的回答
[00:03:53 - 00:03:57] 必须保持纯文本保证100%的精确度
[00:03:57 - 00:04:00] 那些常常的系统提示词工具定义转成图片
[00:04:00 - 00:04:02] 最绝的是对历史记录的处理
[00:04:02 - 00:04:05] 当工具调用结束这段历史就会被折叠
[00:04:05 - 00:04:07] 渲染成图片归当
[00:04:07 - 00:04:10] 这就像是人的记忆刚发生的是莉莉在目
[00:04:10 - 00:04:12] 昨天的是纸迹的个大盖
[00:04:12 - 00:04:15] PSPype用图像作为廉价的大义存储器
[00:04:15 - 00:04:18] 用文本作为昂贵的精确工作区
[00:04:18 - 00:04:19] 还有一个关键设计
[00:04:19 - 00:04:22] KipSharp回调库层提供这个掏声口
[00:04:22 - 00:04:26] 让调用方可以显示指定哪些内容必须保持为文本
[00:04:26 - 00:04:28] 但要注意内建的自动verbatim
[00:04:28 - 00:04:30] Riskard还没完成
[00:04:30 - 00:04:33] 所以生产使用必须显示把bytecnec内容
[00:04:33 - 00:04:36] hashizhi id 密钥留在文本里
[00:04:36 - 00:04:37] 第三点
[00:04:37 - 00:04:38] cash对齐的艺术
[00:04:38 - 00:04:40] 董航的朋友可能会问
[00:04:40 - 00:04:42] anthropic不是有prompt catching
[00:04:42 - 00:04:44] 提示词缓存功能吗
[00:04:44 - 00:04:47] 你把文本转成图片缓存不就失效了吗
[00:04:47 - 00:04:50] 缓存对齐的重写逻辑在transform.ts
[00:04:50 - 00:04:52] 成本核算在Baseline.ts
[00:04:52 - 00:04:55] pxpipe会把雕用方已有的cache
[00:04:55 - 00:04:59] 下滑线Ctrl标记挪到对应图像快末尾
[00:04:59 - 00:05:00] 而不是新增缓存点
[00:05:00 - 00:05:03] 这样一来,pxpipe不是额外耗缓存折扣
[00:05:03 - 00:05:05] 而是尽量不破坏Prompt Catching
[00:05:05 - 00:05:07] 在同样缓存状态下
[00:05:07 - 00:05:09] 图片前追本身需要的token更少
[00:05:09 - 00:05:11] 真实成本对比是这样的
[00:05:11 - 00:05:14] 在13709个请求的快照上
[00:05:14 - 00:05:16] 启用b-spap的成本是41美元
[00:05:16 - 00:05:18] 不起用是100美元
[00:05:18 - 00:05:19] 结成了59%
[00:05:19 - 00:05:21] 这不是紧压缩部分的数字
[00:05:21 - 00:05:23] 而是整个帐单的真实对比
[00:05:23 - 00:05:25] 看到这里你可能会想
[00:05:25 - 00:05:28] 这不就是个利用OCR识别的省钱小插件吗
[00:05:28 - 00:05:29] 但这里有个很离谱的地方
[00:05:29 - 00:05:32] 大模型的视觉系统根本不是OCR
[00:05:32 - 00:05:33] 在传统的OCR里
[00:05:33 - 00:05:35] 系统会把图像切成一个个字母
[00:05:35 - 00:05:37] 然后识别
[00:05:37 - 00:05:39] 如果看不清它会告诉你知心度很低
[00:05:39 - 00:05:40] 识别失败
[00:05:40 - 00:05:42] 但多模太大模型
[00:05:42 - 00:05:43] VLM
[00:05:43 - 00:05:44] 不是这么工作的
[00:05:44 - 00:05:47] 它把图片切成一个个固定大小的patch
[00:05:47 - 00:05:48] 补钉
[00:05:48 - 00:05:50] 然后把这些补钉转换成连续的向量
[00:05:50 - 00:05:53] 语言模型在这些向量上做注意力机制
[00:05:53 - 00:05:57] 结合它的语言先验知识去猜这张图里写了什么
[00:05:57 - 00:05:59] 这是ps pipe作者的工程解释
[00:05:59 - 00:06:01] 不是anthropic declaud
[00:06:01 - 00:06:03] 内部实现的完整公开说明
[00:06:03 - 00:06:06] 这就是为什么当图片里的代码有点模糊时
[00:06:06 - 00:06:08] 大模型依然能看懂逻辑
[00:06:08 - 00:06:10] 因为它根据上下文猜出来了
[00:06:10 - 00:06:14] 但如果你让它看一个没有任何规律的12位16进质哈希直
[00:06:14 - 00:06:18] 它才不出来于是它就会一本正经的给你胡编乱造一个
[00:06:18 - 00:06:21] 它没有致信度低的概念
[00:06:21 - 00:06:23] 它只会无声的产生幻觉
[00:06:23 - 00:06:24] 这也是为什么
[00:06:24 - 00:06:27] 当这个项目在OPYS 4.8模型上测试时
[00:06:27 - 00:06:30] 精确字符串的识别率是15分之0全均覆没
[00:06:30 - 00:06:32] 但当《非波5》发布后
[00:06:32 - 00:06:35] 同样的测试变成了15分之13
[00:06:35 - 00:06:38] 一代模型的进步把这个原本有争议的思路
[00:06:38 - 00:06:41] 推进到了PSPAP作者愿意默认启用的程度
[00:06:41 - 00:06:43] 这个项目最有价值的认知
[00:06:43 - 00:06:46] 有损压缩在AI工程中是完全可以接受的
[00:06:46 - 00:06:48] 只要你知道它损失在哪
[00:06:48 - 00:06:51] 在软件工程里我们习惯了100%的精确
[00:06:51 - 00:06:53] 但人类的记忆是有损的
[00:06:53 - 00:06:55] 我们记不住昨天的每一句原话
[00:06:55 - 00:06:57] 但我们记得核心意思
[00:06:57 - 00:07:00] PSPype证明了大模型也具备这种能力
[00:07:00 - 00:07:03] 在GIS的层面的测试中模型对历史决策
[00:07:03 - 00:07:06] 路径名字的理解准确率达到了98
[00:07:06 - 00:07:07] 98
[00:07:07 - 00:07:10] 这意味着我们完全可以用极低的成本
[00:07:10 - 00:07:11] 图像
[00:07:11 - 00:07:14] 来维持大模型的长期上下文感之
[00:07:14 - 00:07:16] 只在需要精确操作时
[00:07:16 - 00:07:18] 才让它去读取真实的文本文件
[00:07:18 - 00:07:21] 但精确自服串仍有误读风险
[00:07:21 - 00:07:23] 所以不能当作完全没有影响
[00:07:23 - 00:07:25] 为什么《非波舞》特别适合
[00:07:25 - 00:07:27] 因为它在三个维度的交叉处
[00:07:27 - 00:07:28] ROI最好
[00:07:28 - 00:07:30] 第一它的视觉token 计费
[00:07:30 - 00:07:32] 在密集文本场景下更划算
[00:07:32 - 00:07:34] 而且输入单价高
[00:07:34 - 00:07:36] 所以省token会更直接反映到账单上
[00:07:36 - 00:07:39] 第二它真的能读懂很密的文字图片
[00:07:39 - 00:07:43] 第三,它的输入价格高,10美元每百万token
[00:07:43 - 00:07:47] 所以砍掉60%的输入token意味着账单会非常明显
[00:07:47 - 00:07:50] 现在有个关键问题,是不是只能用fab5?
[00:07:50 - 00:07:53] 答案是,不是只能,但目前最适合
[00:07:53 - 00:07:56] pxpipe more than allow list是
[00:07:56 - 00:07:57] fab5和gpt 5.6
[00:07:57 - 00:08:02] opus 4.7,4.8因为约7%的渲染物毒率
[00:08:02 - 00:08:05] gpt 5.5因为在图像历史上退化
[00:08:05 - 00:08:08] 都被列为optikon-in不默认启用
[00:08:08 - 00:08:08] 为什么?
[00:08:08 - 00:08:11] 因为opus 4.8在5x8像素
[00:08:11 - 00:08:14] 密度下的精确读取率只有10%
[00:08:14 - 00:08:16] 要达到95%的精确率
[00:08:16 - 00:08:19] 需要把字型放大到10x16
[00:08:19 - 00:08:21] 这样一张页面只能装7000字符
[00:08:21 - 00:08:23] 而不是28,080字符
[00:08:23 - 00:08:25] 这完全破坏的成本优势
[00:08:25 - 00:08:26] Sonyte 5呢
[00:08:26 - 00:08:29] 官方文档已经把Sonyte 5放进高分辨率
[00:08:29 - 00:08:30] tier
[00:08:30 - 00:08:33] 但P-Spype目前没有把它列入默认允许列表
[00:08:33 - 00:08:35] 原因可能是还没测完
[00:08:35 - 00:08:38] 或者在Cloud Code的场景里收益不如fable
[00:08:38 - 00:08:39] 但从理论上讲
[00:08:39 - 00:08:41] Sonnet5值得优先测试
[00:08:41 - 00:08:43] 因为它的价格更低
[00:08:43 - 00:08:44] 而Opus 4.6
[00:08:44 - 00:08:46] 没有官方测试数据
[00:08:46 - 00:08:47] 但基于4.8的结果
[00:08:47 - 00:08:48] 可能不够好
[00:08:48 - 00:08:50] 如果你想用其他模型
[00:08:50 - 00:08:52] 可以通过环境辩量启用
[00:08:52 - 00:08:54] 但你要自己承担无声幻觉的风险
[00:08:54 - 00:08:56] 更安全的做法是用KipShop
[00:08:56 - 00:08:58] 回调来保护精确内容
[00:08:58 - 00:09:00] 显示把HashizaiD路径
[00:09:00 - 00:09:03] 这类Bithexac的内容留在文本里
[00:09:03 - 00:09:05] 只对安全的部分启用图像压缩
[00:09:05 - 00:09:08] 这种文本到图像的上下文压缩
[00:09:08 - 00:09:09] 可能只是一个过渡阶段
[00:09:09 - 00:09:13] 去年10月DeepSig发布了DeepSig-Osea论文
[00:09:13 - 00:09:17] 他们专门训练了一个光学编码器来做常上下文压缩
[00:09:17 - 00:09:21] 而PXPipe则是用现成的通用模型硬生生跑通了这条路
[00:09:21 - 00:09:25] 这说明视觉上下文压缩正在被认真探索
[00:09:25 - 00:09:26] 未来我们很可能会看到
[00:09:26 - 00:09:29] 大模型原生支持记忆分析
[00:09:29 - 00:09:31] 精确的短期记忆用文本
[00:09:31 - 00:09:35] 模糊的长期记忆用高度压缩的视觉或香量特征
[00:09:35 - 00:09:37] 而在这个官方发案到来之前
[00:09:37 - 00:09:38] P.S.Pipe是一个很有效
[00:09:38 - 00:09:41] 但仍需边界管理的实验性工具
[00:09:41 - 00:09:44] P.S.Pipe的真正创新不是压缩文本
[00:09:44 - 00:09:47] 而是发现了一个多模太模型的成本套利窗口
[00:09:47 - 00:09:49] 让大模型不再读transcript
[00:09:49 - 00:09:51] 而是读pixels
[00:09:51 - 00:09:54] 但这个窗口只有在三个条件同时满足时才成立
[00:09:54 - 00:09:56] 模型视觉读小字足够强
[00:09:56 - 00:09:58] 图片头肯击费足够便宜
[00:09:58 - 00:10:00] 任务不依赖逐字精确
[00:10:00 - 00:10:02] 所以今天它最适合《非波舞》
[00:10:02 - 00:10:04] 不代表明天只属于《非波舞》
[00:10:04 - 00:10:07] 随着Sonic GPT Gemini的视觉编码器升级
[00:10:07 - 00:10:09] 这类视觉上下文压缩很可能会
[00:10:09 - 00:10:12] 变成Agent系统里的标准中间层
[00:10:12 - 00:10:15] 总结一下PiecePipe用一个极其极客的方式
[00:10:15 - 00:10:18] 像我们展示了多模太大模型的视觉边界
[00:10:18 - 00:10:22] 以及如何在工程上优雅的利用这种有损特性
[00:10:22 - 00:10:25] 你觉得这种把代码转成图片发给大模型的做法
[00:10:25 - 00:10:27] 是天才的创新
[00:10:27 - 00:10:29] 还是早晚会被官方封杀的奇迹影巧
[00:10:29 - 00:10:31] 把你的看法打在公屏上
[00:10:31 - 00:10:33] 如果你觉得这期视频对你有启发
[00:10:33 - 00:10:36] 别忘了点赞投币收藏,一键三连,支持一下。
[00:10:36 - 00:10:40] 你的鼓励是我持续硬核拆解的最大动力。
[00:10:40 - 00:10:41] 我们下期再见。
