BV号：BV11EGsz8E1W
标题：BV11EGsz8E1W
链接：https://www.bilibili.com/video/BV11EGsz8E1W
识别语言：zh
语言置信度：1
分段数：373
生成时间：2026-08-30 00:53:49

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:03:17 - 00:03:20] 马斯克个人也从中获得了2000万美元
[00:03:20 - 00:03:22] 但是他从这个过程中
[00:03:22 - 00:03:23] 吸取到了一个深刻的教训
[00:03:23 - 00:03:26] 那就是公司在很大程度上
[00:03:26 - 00:03:28] 其实是被作为投资者和客户的
[00:03:28 - 00:03:30] 传统媒体公司所绑架了
[00:03:30 - 00:03:33] 这些公司坚持用传统媒体的思维方式
[00:03:33 - 00:03:35] 来使用这项新的技术
[00:03:35 - 00:03:36] 这样马斯克感到
[00:03:36 - 00:03:39] 自己的技术潜力并没有得到充分的发挥
[00:03:39 - 00:03:42] 这段经历也塑造了他日后坚持主导权
[00:03:42 - 00:03:44] 直接面向消费者的决心
[00:03:44 - 00:03:46] 也让他深刻的理解到
[00:03:46 - 00:03:48] 创业的初衷并不是追求荣耀
[00:03:48 - 00:03:53] 而是要去做真正有用的事情
[00:03:53 - 00:03:56] Z2的成功呢,让马斯克解决了自己的财务问题
[00:03:56 - 00:03:58] 但是他并没有选择安逸
[00:03:58 - 00:04:01] 他将几乎所有的收入都投入到了下一个项目
[00:04:01 - 00:04:03] 也就是后来的Paypal
[00:04:03 - 00:04:06] 他形容这是把所有的筹码都留在了桌上
[00:04:06 - 00:04:08] 后来呢,Paypal的成功
[00:04:08 - 00:04:10] 复化了归股著名的Paypal黑帮
[00:04:10 - 00:04:12] 诞生了众多成功的公司
[00:04:12 - 00:04:14] 但是在出售Paypal之后
[00:04:14 - 00:04:17] 马斯克再次做出了一个让所有人匪夷所思的决定
[00:04:17 - 00:04:19] 他开始思考一个问题
[00:04:19 - 00:04:21] 为什么人类还没有登陆火星呢?
[00:04:21 - 00:04:24] 他在NASA的官网上去寻找答案
[00:04:24 - 00:04:26] 却发现根本没有任何的相关计划
[00:04:27 - 00:04:29] 他最初的想法是发起一个名为
[00:04:29 - 00:04:30] 火星生命的慈善项目
[00:04:30 - 00:04:35] 将一个装油种子和脱水营养凝胶的小型温室送上火星
[00:04:35 - 00:04:39] 然后再通过拍摄绿色植物在红色背景上的画面
[00:04:39 - 00:04:41] 来激励公众和NASA
[00:04:41 - 00:04:44] 让他们重新燃起对太空探索的热情
[00:04:44 - 00:04:45] 为了实现这个计划
[00:04:45 - 00:04:48] 他甚至在2001年和2002年
[00:04:48 - 00:04:49] 两度前往俄罗斯
[00:04:49 - 00:04:54] 试图购买退役的周际弹道导弹 ICBM作为运载工具
[00:04:54 - 00:04:57] 然而在与俄罗斯军方打交道的过程中
[00:04:57 - 00:04:59] 他发现对方不断的抬架
[00:04:59 - 00:05:01] 更重要的是他逐渐意识到
[00:05:01 - 00:05:05] 太空探索停滞不前的根本原因不是缺乏意愿
[00:05:05 - 00:05:08] 而是没有一种能够在预算内实现的方式
[00:05:08 - 00:05:12] 于是他决定自己创立一家公司来解决这个问题
[00:05:12 - 00:05:14] SpaceX就此诞生
[00:05:14 - 00:05:17] 他的目标是推动火箭技术的发展
[00:05:17 - 00:05:19] 直到人类能够登陆火星
[00:05:19 - 00:05:22] 应该说,这在当时是一个疯狂的堵住。
[00:05:22 - 00:05:26] 那个时候,没有任何一家商业火箭创业公司成功过,
[00:05:26 - 00:05:28] 全部都失败了。
[00:05:28 - 00:05:32] 马斯克估计SpaceX的成功率也不到10%。
[00:05:32 - 00:05:34] 在招募员工的时候,他也坦言,
[00:05:34 - 00:05:35] 我们很可能会完蛋,
[00:05:35 - 00:05:37] 但是这是让人类登上火星,
[00:05:37 - 00:05:39] 推动技术进步的唯一途径。
[00:05:39 - 00:05:42] 你找不到愿意冒险的优秀总工程师,
[00:05:42 - 00:05:45] 他只能亲自上阵,担任火箭的总工程师。
[00:05:45 - 00:05:48] 现实比预想的还要残酷。
[00:05:48 - 00:05:51] SpaceX的前三次发射全部以失败告终
[00:05:51 - 00:05:53] 媒体的嘲讽铺天盖地
[00:05:53 - 00:05:56] 他们不断称它为互联网小子
[00:05:56 - 00:05:58] 认为一个软件工程师来造火箭
[00:05:58 - 00:05:59] 简直是天方夜谈
[00:05:59 - 00:06:01] 马斯克后来也承认
[00:06:01 - 00:06:03] 互联网小子创办火箭公司
[00:06:03 - 00:06:04] 坦率地来说
[00:06:04 - 00:06:07] 这听起来确实不像是一个能够成功的方案
[00:06:07 - 00:06:11] 2008年可以说是马斯克生命中最黑暗的一年
[00:06:11 - 00:06:12] 那年夏天
[00:06:12 - 00:06:14] SpaceX第三次发射失败
[00:06:14 - 00:06:15] 公司冰零破产
[00:06:15 - 00:06:16] 与此同时呢
[00:06:16 - 00:06:18] 特斯拉的融资也宣告失败
[00:06:18 - 00:06:20] 同样走到了破产的悬崖边
[00:06:20 - 00:06:21] 而转机呢
[00:06:21 - 00:06:23] 则出现在一线之间
[00:06:23 - 00:06:25] SpaceX的第四次发射
[00:06:25 - 00:06:28] 也是他们资金耗尽前的最后一次机会
[00:06:28 - 00:06:29] 终于成功了
[00:06:29 - 00:06:30] 马斯克说
[00:06:30 - 00:06:32] 如果第四次发射失败了
[00:06:32 - 00:06:33] 我们就只能关门大吉
[00:06:33 - 00:06:36] 加入其他火箭创业公司的焚场
[00:06:36 - 00:06:37] 真的是侥幸成功
[00:06:37 - 00:06:38] 不过呢
[00:06:38 - 00:06:40] 仅仅成功发射还不够
[00:06:40 - 00:06:43] 公司还需要一份大合同才能够活下去
[00:06:43 - 00:06:43] 幸运的是
[00:06:43 - 00:06:45] 就在那年圣诞节的前几天
[00:06:45 - 00:06:47] NASA打来电话
[00:06:47 - 00:06:48] 授予了SpaceX
[00:06:48 - 00:06:51] 一份为国际空间站提供补给的合同
[00:06:51 - 00:06:53] 马斯克激动地脱口而出
[00:06:53 - 00:06:54] 我爱你们
[00:06:54 - 00:06:56] 因为这份合同拯救了公司
[00:06:56 - 00:06:57] 几天后
[00:06:57 - 00:07:00] 在2008年12月24日平安夜的下午6点
[00:07:00 - 00:07:03] 也就是可能完成融资的最后时刻
[00:07:03 - 00:07:06] 特斯拉的融资也奇迹般地完成了
[00:07:06 - 00:07:07] 特斯拉回忆说
[00:07:07 - 00:07:09] 如果那一轮融资没有完成
[00:07:09 - 00:07:11] 我们两天后就发不出工资了
[00:07:11 - 00:07:13] 正是这段在破产边缘挣扎
[00:07:13 - 00:07:15] 与死神擦肩而过的经历
[00:07:15 - 00:07:17] 锤炼了他如今刚铁般的意志
[00:07:17 - 00:07:19] 和对物理现实的极致尊重
[00:07:19 - 00:07:24] 如果说有什么贯穿了马斯克
[00:07:24 - 00:07:26] 所有事业的底层落计
[00:07:26 - 00:07:28] 那无疑是第一性原理的思维
[00:07:28 - 00:07:29] 他认为这是一种超能力
[00:07:29 - 00:07:31] 可以用在任何领域上
[00:07:31 - 00:07:33] 无论是硬件还是软件
[00:07:33 - 00:07:34] 对于第一性原理
[00:07:34 - 00:07:36] 他这次也给出了清晰的定义
[00:07:36 - 00:07:39] 那就是把事情分解到最基本的
[00:07:39 - 00:07:40] 功力元素
[00:07:40 - 00:07:42] 那些最可能为真的东西
[00:07:42 - 00:07:44] 然后从那里在尽可能的
[00:07:44 - 00:07:45] 严谨的向上推理
[00:07:45 - 00:07:48] 而不是通过类比或者隐喻来推理
[00:07:48 - 00:07:50] 它举了两个极为生动的例子
[00:07:50 - 00:07:53] 来详细拆解了如何应用这个超能力
[00:07:53 - 00:07:55] 第一个案例就是火箭的成本
[00:07:55 - 00:07:57] 传统的类比思维会说
[00:07:57 - 00:07:59] 历史上造一枚火箭花了多少亿美元
[00:07:59 - 00:08:03] 所以亲火箭的成本也应该差不多是多少美元
[00:08:03 - 00:08:05] 而第一性原理的思维方式是
[00:08:05 - 00:08:07] 一枚火箭是有什么材料构成的呢
[00:08:07 - 00:08:11] 包括铝鱼 铜 碳鲜围 钢等等
[00:08:11 - 00:08:13] 这些材料的市场价格是多少呢
[00:08:13 - 00:08:15] 如果把所有的原材料的成本加起来
[00:08:15 - 00:08:18] 就可以得到了这枚火箭的物理成本底线
[00:08:18 - 00:08:20] 通过计算,马斯克发现
[00:08:20 - 00:08:25] 火箭的原材料成本仅仅占其历史售价的1%-2%
[00:08:25 - 00:08:28] 这个巨大的差异结实了一个惊人的事实
[00:08:28 - 00:08:31] 那就是,传统的制造过程必定是极其低效的
[00:08:31 - 00:08:34] 这就为成本优化和可负用性的设计
[00:08:34 - 00:08:36] 打开了无尽的可能性
[00:08:36 - 00:08:39] 第二个案例是XAI超级计算集群的建设
[00:08:39 - 00:08:45] 2023年初,XI需要一个拥有10万个H100GPU的超级计算集群
[00:08:45 - 00:08:46] 用来训练模型
[00:08:46 - 00:08:50] 当时的工艺商告诉他,这需要18-24个月才能够完成
[00:08:50 - 00:08:54] 但是对于竞争激烈的AI领域来说,这个时间太长了
[00:08:54 - 00:08:56] 他们必须在6个月内完成
[00:08:56 - 00:08:59] 面对这个不可能的任务,马斯克的团队
[00:08:59 - 00:09:01] 运用了第一性原理进行了拆解
[00:09:01 - 00:09:03] 首先是建筑方面
[00:09:03 - 00:09:05] 既然这没有时间从零开始建造
[00:09:05 - 00:09:09] 于是他们找到了孟非斯的一个废弃的家电工厂
[00:09:09 - 00:09:12] 电力方面呢,工厂当时只有15兆瓦的电力输入
[00:09:12 - 00:09:14] 而他们需要150兆瓦
[00:09:14 - 00:09:18] 于是呢,解决方案就是租用大量的移动发电机
[00:09:18 - 00:09:22] 冷却方面呢,他们租用了全美大约1⁄的移动冷却设备
[00:09:22 - 00:09:23] 放在建筑的另一侧
[00:09:23 - 00:09:27] 电力平滑方面,由于AI在训练时候的功率波动极大
[00:09:27 - 00:09:29] 发电机无法应对
[00:09:29 - 00:09:32] 于是呢,他们引入了特斯拉的Megapad 储能电池
[00:09:32 - 00:09:36] 并且修改了软件,来平滑训练过程中的功率峰谷
[00:09:36 - 00:09:41] 在网络方面,让10万个GPU协同工作是一个巨大的网络挑战。
[00:09:41 - 00:09:43] 于是团队实行了四班岛的制度,
[00:09:43 - 00:09:47] 7成24小时不间断地进行布线和网络操作。
[00:09:47 - 00:09:50] 马斯克本人甚至睡在数据中心,亲手参与布线。
[00:09:50 - 00:09:55] 最终他们不仅在规定的时间内完成了这个看似不可能的项目,
[00:09:55 - 00:09:59] 还在这个基础上将规模翻倍,部署了超过20万个GPU。
[00:09:59 - 00:10:02] 这个案例完美地展示了第一性原理,
[00:10:02 - 00:10:04] 如何将一个宏大模糊的难题
[00:10:04 - 00:10:07] 分解成一系列具体可执行的物理问题
[00:10:07 - 00:10:09] 并且逐一功课的整个过程
[00:10:12 - 00:10:13] 对于AI呢
[00:10:13 - 00:10:16] 马斯克坦言自己曾经是一个托后腿的人
[00:10:16 - 00:10:18] 在他的内心深处
[00:10:18 - 00:10:21] 并不希望让电影中接者中的剧情成为现实
[00:10:21 - 00:10:24] 这种对于AI和人形机器人潜在风险的担忧
[00:10:24 - 00:10:27] 让他一度对这些领域的发展持有犹豫的态度
[00:10:27 - 00:10:28] 但是呢
[00:10:28 - 00:10:29] 他最终也意识到
[00:10:29 - 00:10:31] 无论他作语不作
[00:10:31 - 00:10:32] AI的发展都在发生
[00:10:33 - 00:10:33] 所以呢
[00:10:33 - 00:10:34] 他只有两个选择
[00:10:34 - 00:10:36] 要么当个旁观者
[00:10:36 - 00:10:37] 要么当个参与者
[00:10:37 - 00:10:39] 于是他选择了后者
[00:10:39 - 00:10:40] 并且决定全力以赴
[00:10:40 - 00:10:41] 他预测到
[00:10:41 - 00:10:43] 未来人形机器人的数量
[00:10:43 - 00:10:46] 将远远超过所有其他机器人的总和
[00:10:46 - 00:10:48] 并且可能会是一个数量级上的差距
[00:10:48 - 00:10:50] 他认为将数据中心里的AI
[00:10:50 - 00:10:52] 与机器人的技术深度结合
[00:10:52 - 00:10:54] 将是未来的一个重要的方向
[00:10:54 - 00:10:56] 而对于AI安全
[00:10:56 - 00:10:58] 他给出了一个核心的准则
[00:10:58 - 00:11:00] 那就是对真理的严格坚守
[00:11:00 - 00:11:03] 这对于AI安全来说是最重要的事情
[00:11:03 - 00:11:05] 如果强迫AI去相信那些
[00:11:05 - 00:11:06] 不真实的东西
[00:11:06 - 00:11:08] 那么就可能让它变得非常危险
[00:11:08 - 00:11:10] 他还认为未来的AI格局
[00:11:10 - 00:11:12] 不会是单一的巨头垄断
[00:11:12 - 00:11:14] 而是由大约5-10个
[00:11:14 - 00:11:16] 主要的超级AI所构成的
[00:11:16 - 00:11:18] 其中大部分可能都在美国
[00:11:18 - 00:11:21] 而这些AI将从事各种各样的活动
[00:11:21 - 00:11:22] 包括科学研究
[00:11:22 - 00:11:27] 也可能包括互相的攻击
[00:11:27 - 00:11:29] 在马斯克的红大版图中
[00:11:29 - 00:11:31] Neolink一直扮演着一个独特的角色
[00:11:31 - 00:11:34] 他的核心目标是解决人与机器之间
[00:11:34 - 00:11:36] 输入输出带宽的限制
[00:11:36 - 00:11:38] 尤其是我们人脑极低的输出贷宽
[00:11:39 - 00:11:42] 马斯克指出一个普通人一天持续输出的信息量
[00:11:42 - 00:11:44] 平均还不到每秒钟一比特
[00:11:45 - 00:11:47] 目前NL的进展是显而易见的
[00:11:48 - 00:11:51] 已经有5名患有机伪缩测锁印化证
[00:11:51 - 00:11:55] iOS的4G癱瘓患者接受了读取信号的植入
[00:11:55 - 00:11:58] 他们现在能够以与健常人相当的贷宽进行交流
[00:11:58 - 00:12:00] 并且控制电脑和手机
[00:12:01 - 00:12:04] 而NL的下一步将是写入操作
[00:12:04 - 00:12:07] 马斯克预计在未来的6-12个月内
[00:12:07 - 00:12:10] NeurLink将进行首次的视觉植入
[00:12:10 - 00:12:12] 这样即使一个人完全地失明
[00:12:12 - 00:12:15] 也可以通过直接向他的视觉皮层写入信息
[00:12:15 - 00:12:17] 来恢复视力
[00:12:17 - 00:12:21] 他讲忘了未来这种植入物将不仅仅是修复人类身体的缺陷
[00:12:21 - 00:12:23] 更能够极大增强人类的能力
[00:12:23 - 00:12:29] 比如说获得看到红外线、紫外线、雷达等等多光谱波长的超能力
[00:12:29 - 00:12:32] 不过他也清醒地指出了一个关键的时间差
[00:12:32 - 00:12:36] 那就是,数字超级智能可能在那之前很久就会发生了。
[00:12:36 - 00:12:41] 也就是说,Neolink的普及速度可能还赶不上通用人工智能的到来。
[00:12:41 - 00:12:47] 当对话逐渐进入到深邃的哲学层面,
[00:12:47 - 00:12:49] 它特的观点也开始变得令人震撼。
[00:12:49 - 00:12:52] 它认为,起点之所以被称为起点,
[00:12:52 - 00:12:55] 就是因为我们不知道之后会发生什么。
[00:12:55 - 00:12:57] 于是呢,它描绘了一个令人敬畏的未来。
[00:12:57 - 00:13:01] 在不远的将来,人类智能所占有的比例将会非常小。
[00:13:01 - 00:13:06] 在某个时刻,人类智能的总和将不到所有智能的1%
[00:13:06 - 00:13:09] 如果文明发展到卡尔达消负二级水平
[00:13:09 - 00:13:13] 那么集体的人类智能可能只是数字智能的1%
[00:13:13 - 00:13:16] 那么在这样一个智能极具膨胀的宇宙中
[00:13:16 - 00:13:19] 人类将会扮演什么样的角色呢?
[00:13:19 - 00:13:22] 马斯克给出了一个可能会被载入史册的定义
[00:13:22 - 00:13:26] 那就是我们是数字超级智能的生物引导程序
[00:13:26 - 00:13:30] The Biological Bootloader for Digital Super Intelligence
[00:13:30 - 00:13:32] 这个比喻可以说既精妙又深刻
[00:13:32 - 00:13:35] 我们都知道计算机开机的时候
[00:13:35 - 00:13:37] 需要一小段引导程序
[00:13:37 - 00:13:40] 也就是Bootloader来加载庞大的操作系统
[00:13:40 - 00:13:42] 人类这个基于探机的生物智能
[00:13:42 - 00:13:44] 存在的终极意义
[00:13:44 - 00:13:47] 或许就是为了启动和引导那个即将到来的
[00:13:47 - 00:13:50] 基于规极的无比浩瀚的数字智能
[00:13:50 - 00:13:53] 其实这个视角也与它想要人类
[00:13:53 - 00:13:56] 成为多行星物种的执念是紧密相连的
[00:13:56 - 00:13:59] 它认为意识和智能可能是宇宙中的一个
[00:13:59 - 00:14:01] 极其罕见和珍贵的现象
[00:14:01 - 00:14:05] 就像广阔黑暗中一根微小的蜡烛一样
[00:14:05 - 00:14:07] 因此让人类文明成为多行星物种
[00:14:07 - 00:14:10] 可以极大的延长这根蜡烛燃烧的时间
[00:14:10 - 00:14:12] 避免因为单一星体的灾难
[00:14:12 - 00:14:18] 比如说核战争或者是小行星撞击而熄灭
[00:14:18 - 00:14:19] 在访谈的最后
[00:14:19 - 00:14:23] 马斯克给出了他对于新一代技术人才的赠言
[00:14:23 - 00:14:25] 回归到了最简单最核心的价值观上
[00:14:25 - 00:14:28] 首先要保持有用
[00:14:28 - 00:14:30] 就像他在访谈开始时所说的
[00:14:30 - 00:14:31] 要做有用的事情
[00:14:31 - 00:14:34] 并且尽量对其他人类也尽可能的有用
[00:14:34 - 00:14:38] 他认为人们应该追求做真正有意义的工作
[00:14:38 - 00:14:40] 而不是追求无意义的虚名
[00:14:40 - 00:14:42] 其次是坚守真理
[00:14:42 - 00:14:45] 他反复强调一个追求极致真理的AI
[00:14:45 - 00:14:46] 才是更加安全的AI
[00:14:46 - 00:14:49] 这也是他为XAI所设定的目标
[00:14:49 - 00:14:53] 最后一个建议就是一直自我 勇于承担
[00:14:53 - 00:14:55] 他认为领导者必须时刻警惕
[00:14:55 - 00:14:57] 自己的自我与能力之比
[00:14:57 - 00:14:59] 防止自视过高
[00:14:59 - 00:15:01] 因为这会破坏与现实的反馈循环
[00:15:01 - 00:15:03] 让自己无法进步
[00:15:03 - 00:15:06] 好了 以上就是马斯克这场访谈的主要内容了
[00:15:06 - 00:15:09] 从帕洛阿图办公室地板上的一个洞
[00:15:09 - 00:15:11] 到仰望火星的星空
[00:15:11 - 00:15:13] 从被嘲笑的互联网小子
[00:15:13 - 00:15:15] 到定义人类未来贼色的思想者
[00:15:15 - 00:15:17] 马斯克的这场对话
[00:15:17 - 00:15:18] 为我们提供了一个窗口
[00:15:18 - 00:15:21] 去窥探一个由第一性原理所驱动的
[00:15:21 - 00:15:23] 但是又被物理定律所严格约束的
[00:15:23 - 00:15:26] 并且最终将奔向智能大爆炸的未来
[00:15:26 - 00:15:31] 而我们每一个人都将是这个红大故事的亲历者和建设者
[00:15:31 - 00:15:32] 感谢大家观看本期视频
[00:15:32 - 00:15:33] 我们下期再见
