BV号：BV1brK1zCEeG
标题：BV1brK1zCEeG
链接：https://www.bilibili.com/video/BV1brK1zCEeG
识别语言：zh
语言置信度：1
分段数：605
生成时间：2026-08-30 01:40:11

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:08:52 - 00:08:54] 它进一步剖析了背后的原因
[00:08:54 - 00:08:55] 一个AI
[00:08:55 - 00:08:57] 或许能够在庞大的可能性空间中
[00:08:57 - 00:08:59] 碰巧能够生成佩雷尔曼
[00:08:59 - 00:09:01] 用到的某个公式或者是概念
[00:09:01 - 00:09:03] 但是它无法像佩雷尔曼那样
[00:09:03 - 00:09:05] 凭借一种深刻的直觉
[00:09:05 - 00:09:07] 坚信这是唯一正确的方向
[00:09:07 - 00:09:09] 并且为之投入数年的光阴
[00:09:09 - 00:09:11] AI可以生成选项
[00:09:11 - 00:09:12] 但是无法进行战略性的
[00:09:12 - 00:09:14] 具有长远信念的抉择
[00:09:14 - 00:09:16] 不过陶哲宣也指出
[00:09:16 - 00:09:18] 大原模型生成的数学内容
[00:09:18 - 00:09:20] 最令人头疼的地方
[00:09:20 - 00:09:22] 在于它们常常看起来完美无暇
[00:09:22 - 00:09:23] 与法正确
[00:09:23 - 00:09:24] 逻辑链条完整
[00:09:24 - 00:09:30] 但是内部却可能包含任何一个受过训练的人都不会犯的、荒谬的低级错误
[00:09:30 - 00:09:34] 它将这种现象与编程行业中的术语Code Smeal进行类比
[00:09:34 - 00:09:39] 一个有经验的成学能够凭借着直觉闻到一段代码中存在的问题
[00:09:39 - 00:09:43] 同样,顶尖的数学家对于一个证明策略、一个研究方向的好坏
[00:09:43 - 00:09:47] 也有一种直觉性的判断力,这就是所谓的数学嗅觉
[00:09:47 - 00:09:52] 而AI生成的文本由于它的训练目标是模仿正确的文本样式
[00:09:52 - 00:09:54] 所以常常是没有气味的
[00:09:54 - 00:09:56] 这就使得发现其中的深层逻辑妙物
[00:09:56 - 00:09:57] 变得异常的困难
[00:09:58 - 00:10:00] 所以陶哲宣认为
[00:10:00 - 00:10:01] 一个顶尖数学家的工作
[00:10:01 - 00:10:04] 远不只是执行计算和逻辑推演
[00:10:04 - 00:10:07] 更重要的是对研究方向的战略判断
[00:10:07 - 00:10:09] 哪个问题值得投入精力
[00:10:09 - 00:10:11] 哪条证明路径更有前景
[00:10:11 - 00:10:14] 哪种问题的分解方式是划繁为解
[00:10:14 - 00:10:16] 而非划减为繁
[00:10:16 - 00:10:18] 他将这种能力与AlphaGo
[00:10:18 - 00:10:20] 在围棋领域的成功进行对比
[00:10:20 - 00:10:22] AlphaGo之所以能够战胜人类
[00:10:22 - 00:10:24] 并非只是因为它算的更远
[00:10:24 - 00:10:26] 而是因为它通过海量的学习
[00:10:26 - 00:10:29] 发展出了对奇局忧猎的嗅觉
[00:10:29 - 00:10:30] 陶志轩预言
[00:10:30 - 00:10:34] 只有当AI也获得了对证明策略可行性的嗅觉时
[00:10:34 - 00:10:37] 他们才可能开始与人类水平的数学家一教高下
[00:10:37 - 00:10:39] 在此之前
[00:10:39 - 00:10:42] 一个理想的AI助手应该扮演什么样的角色呢?
[00:10:42 - 00:10:43] 陶志轩认为
[00:10:43 - 00:10:45] 我们正在进入一个全新的范世
[00:10:45 - 00:10:48] 面对的是一个能够理解复杂指令
[00:10:48 - 00:10:49] 可以进行大规模工作
[00:10:49 - 00:10:52] 但是同时并不可靠的助手
[00:10:52 - 00:10:55] 这意味着人机协作的模式并非简单的任务分配
[00:10:55 - 00:10:56] 而是一个动态的
[00:10:56 - 00:11:01] 需要人类扮演最终战略决策者和嗅觉验证者的过程
[00:11:01 - 00:11:03] 人类的职责是提出深刻的问题
[00:11:03 - 00:11:04] 设定正确的方向
[00:11:04 - 00:11:06] 并且利用自己深厚的嗅觉
[00:11:06 - 00:11:08] 来审视和引导AI强大的
[00:11:08 - 00:11:11] 但是可能盲目的计算和生成能力
[00:11:12 - 00:11:15] 再被问到近年来积极投身道的
[00:11:15 - 00:11:16] 形式化证明领域
[00:11:16 - 00:11:17] 陶哲宣坦言
[00:11:17 - 00:11:18] 他投身这一领域
[00:11:18 - 00:11:20] 是源于对于传统研究方式
[00:11:20 - 00:11:22] 低效的切身感受
[00:11:22 - 00:11:23] 他看到数学家们
[00:11:23 - 00:11:26] 花费大量的时间进行重复性的计算
[00:11:26 - 00:11:28] 或者在不熟悉的领域摸索
[00:11:28 - 00:11:31] 这促使他不断探索新的工作流程
[00:11:31 - 00:11:31] 几年前
[00:11:31 - 00:11:33] 他就敏锐地捕捉到了
[00:11:33 - 00:11:34] 计算机辅助证明的潜力
[00:11:34 - 00:11:37] 并且组织相关的研讨会
[00:11:37 - 00:11:39] 当XGPT引爆了AI浪潮之后
[00:11:39 - 00:11:40] 他进一步意识到
[00:11:40 - 00:11:43] 自己不能只是停留在口头倡导
[00:11:43 - 00:11:44] 必须亲身实践
[00:11:44 - 00:11:47] 用行动来证明这个方向的价值
[00:11:47 - 00:11:48] 正如他所说
[00:11:48 - 00:11:51] 我不能够仅仅凭借自己作为世界知名数学家的权威
[00:11:51 - 00:11:54] 去告诉大家相信我这将改变数学
[00:11:54 - 00:11:56] 而自己却不投身其中
[00:11:56 - 00:11:58] 而它所引领的这场变革
[00:11:58 - 00:12:03] 核心在于用计算机可以完全理解和验证的代码来重写数学
[00:12:03 - 00:12:05] 像Lin这样的形式化证明语言
[00:12:05 - 00:12:10] 让数学定理不再仅仅是人类头脑中的抽象概念和纸上的符号
[00:12:10 - 00:12:15] 而变成了可以被机器严格审查的精确无误的数字化对象
[00:12:15 - 00:12:16] 曹哲轩解释到
[00:12:16 - 00:12:20] 这从根本上解决了一个困扰大规模数学协作的瓶颈
[00:12:20 - 00:12:21] 那就是信任
[00:12:21 - 00:12:23] 通过利用计算机的证明检查器
[00:12:23 - 00:12:26] 来确保过程中的每一步都精确无误
[00:12:26 - 00:12:30] 从而让证明的所有部分都能够兼容并且高度可靠
[00:12:30 - 00:12:31] 在这种新的范世下
[00:12:31 - 00:12:35] 一个宏大复杂的证明可以被分解成数千个独立的
[00:12:35 - 00:12:36] 标准化的
[00:12:36 - 00:12:38] 可以被验证的节点或者是引领
[00:12:38 - 00:12:41] 这就像是一张详尽的蓝图
[00:12:41 - 00:12:44] 贡献者们不需要通晓整个证明的全貌
[00:12:44 - 00:12:47] 只需要领取并且功课自己负责的那个小模块即可
[00:12:48 - 00:12:50] 这种模式彻底改变了数学研究的生产关系
[00:12:50 - 00:12:53] 让它从一门以孤单英雄为主的学科
[00:12:54 - 00:12:56] 演变为了像现代工业工艺链那样
[00:12:56 - 00:12:59] 可以进行大规模分布式可信协作的工程
[00:13:00 - 00:13:01] 为了检验这个模式的威力
[00:13:01 - 00:13:04] 陶哲轩还与合作者们发起了一个名为
[00:13:04 - 00:13:06] 等是理论项目的宏大计划
[00:13:06 - 00:13:09] 这个项目的目的是完整描绘抽象代数领域中
[00:13:09 - 00:13:12] 大约4000条定律之间的相互推导关系
[00:13:12 - 00:13:17] 从而构成了大约2200万个需要被证明或者证伪的子问题
[00:13:17 - 00:13:22] 在过去呢,仅靠人类处理十几个类似的问题,就已经是极限了
[00:13:22 - 00:13:25] 但是在Lin和GaHub等协助平台的加持下
[00:13:25 - 00:13:30] 这个看似不可能的任务吸引了全球大约50位数学家和程序员的参与
[00:13:30 - 00:13:34] 在访谈中,陶哲宣透露这个庞大的项目已经接近尾声
[00:13:34 - 00:13:37] 即将产出一篇由50位作者署名的论文
[00:13:37 - 00:13:40] 这在传统数学领域是极其罕见的
[00:13:40 - 00:13:43] 这次经历也让他深刻反思了科研协作模式的眼镜
[00:13:43 - 00:13:48] 他回忆起十几年前参与的早期的中包项目 PolyMath
[00:13:48 - 00:13:50] 虽然这个项目的理念很先进
[00:13:50 - 00:13:53] 但是因为缺乏Lin这样的自动验证工具
[00:13:53 - 00:13:55] 所有贡献都需要核心成员的人工审核
[00:13:55 - 00:13:58] 导致效率受限于巨大的平静
[00:13:58 - 00:14:01] 当时团队采用了共同比名的方式发表成果
[00:14:01 - 00:14:05] 却也带来了署名权不清、功劳归属模糊等等问题
[00:14:05 - 00:14:07] 而在新的等式理念项目中
[00:14:07 - 00:14:09] 他们采用了更精细的贡献归属机制
[00:14:09 - 00:14:12] 所有的参与者都是正式作者
[00:14:12 - 00:14:14] 并且通过一个详尽的贡献矩阵
[00:14:14 - 00:14:16] 来声明各自在概念构思
[00:14:16 - 00:14:17] 编程实现
[00:14:17 - 00:14:19] 结果验证等方面的具体工作
[00:14:20 - 00:14:23] 当AI拥有了形式化数学库
[00:14:23 - 00:14:25] 和强大的计算能力之后
[00:14:25 - 00:14:27] 它能否功课那些困扰人类数百年
[00:14:27 - 00:14:29] 似乎需要全新概念
[00:14:29 - 00:14:30] 才能够突破的终极难题
[00:14:30 - 00:14:34] 比如说卵生素素猜想和黎曼猜想呢
[00:14:34 - 00:14:35] 以卵生素素猜想为例
[00:14:35 - 00:14:38] 如果说素素是数学的原子
[00:14:38 - 00:14:41] 而卵生速速比如说三和五十一和十三
[00:14:41 - 00:14:43] 则是其中的双宝台
[00:14:43 - 00:14:44] 这个猜想认为
[00:14:44 - 00:14:46] 存在着无穷多对相差二的速速
[00:14:46 - 00:14:49] 也是数论中最古老的未解之谜之一
[00:14:49 - 00:14:50] 2013年
[00:14:50 - 00:14:51] 张一唐证明了
[00:14:51 - 00:14:54] 存在无穷多对相差不超过七千万的速速
[00:14:54 - 00:14:56] 将问题推进了一大步
[00:14:56 - 00:14:59] 陶哲轩随后发起的Pollimax项目
[00:14:59 - 00:15:00] 通过全球数学家的协作
[00:15:00 - 00:15:03] 将这个差距缩小到了246
[00:15:03 - 00:15:05] 但是他也清醒地认识到
[00:15:05 - 00:15:06] 真正证明吃鱼二
[00:15:06 - 00:15:08] 还需要突破极有性壁垒
[00:15:08 - 00:15:10] 这是一个类似于量子物理学中的
[00:15:10 - 00:15:12] 对称性破缺的数学障碍
[00:15:12 - 00:15:14] 要想突破这个障碍
[00:15:14 - 00:15:16] 需要的不仅仅是更强的算力
[00:15:16 - 00:15:17] 而是一个全新的
[00:15:17 - 00:15:20] 可能来自于完全不同领域的革命性思想
[00:15:20 - 00:15:23] AI或许可以通过强化学习
[00:15:23 - 00:15:25] 将现有的方法运用到极致
[00:15:25 - 00:15:26] 但是它能否发明出一种
[00:15:26 - 00:15:28] 能够绕过极有性障碍的
[00:15:28 - 00:15:30] 全新的数学思想呢
[00:15:30 - 00:15:31] 陶哲轩对此持有开放
[00:15:31 - 00:15:33] 但是审慎的态度
[00:15:33 - 00:15:33] 他指出
[00:15:33 - 00:15:35] 对于软身速速猜想
[00:15:35 - 00:15:38] 我们很大程度上仍然处于在黑暗中摸索的阶段
[00:15:38 - 00:15:40] 缺乏像庞佳来猜想那样一个
[00:15:40 - 00:15:44] 由哈密尔顿提出的明确的李其流公计方案
[00:15:44 - 00:15:46] 而对于另一个更著名的难题
[00:15:46 - 00:15:47] 李曼猜想
[00:15:47 - 00:15:49] 这个猜想本质上是说
[00:15:49 - 00:15:52] 速数的分布在刨除掉一些已知的局部规律之后
[00:15:52 - 00:15:55] 会表现得和你所期望的一样随机
[00:15:55 - 00:15:56] 陶哲宣解释到
[00:15:56 - 00:15:58] 证明这一点极其困难
[00:15:58 - 00:16:00] 因为数学中我们恰恰缺乏有效的工具
[00:16:00 - 00:16:04] 去证明某个具体事物真正具有随机性
[00:16:04 - 00:16:07] 任何可行的证明都必须极其的精确
[00:16:07 - 00:16:09] 巧妙地避开所有已知的陷阱
[00:16:09 - 00:16:11] 不能有巨大的误差容忍度
[00:16:11 - 00:16:12] 他认为
[00:16:12 - 00:16:14] 用来解决黎曼猜想的工具
[00:16:14 - 00:16:17] 很可能与解决卵生素素猜想的工具截然不同
[00:16:17 - 00:16:21] 当被问到黎曼猜想是否会在我们有生之年被解决的时候
[00:16:21 - 00:16:22] 他坦率地表示
[00:16:22 - 00:16:24] 如果非要下注的话
[00:16:24 - 00:16:25] 他会赌不会
[00:16:25 - 00:16:28] 但是他真心希望自己会输掉这个赌局
[00:16:28 - 00:16:28] 此外呢
[00:16:28 - 00:16:30] 陶哲轩还提到了其他几个
[00:16:30 - 00:16:32] 尚未被解决的数学猜想
[00:16:32 - 00:16:34] 首先便是克拉茨猜想
[00:16:34 - 00:16:37] 1937年德国数学家诺塔尔·克拉茨
[00:16:37 - 00:16:40] 提出了一个看上去好像孩童游戏的问题
[00:16:40 - 00:16:42] 给出一个任意的正整数
[00:16:42 - 00:16:44] 如果为偶数则出一二
[00:16:44 - 00:16:46] 如果为基数则乘以三加一
[00:16:46 - 00:16:49] 重复操作是否最终都会到达一呢
[00:16:49 - 00:16:51] 这个问题的魅力就在于它的简单性
[00:16:52 - 00:16:54] 任何一个小学生都能够理解它的规则
[00:16:54 - 00:16:56] 却让最顶尖的数学家束手无策
[00:16:57 - 00:16:59] 曹哲轩在2019年的突破
[00:16:59 - 00:17:01] 在于证明了对于几乎所有的正整数
[00:17:01 - 00:17:04] 迭代序列会在有限部内降到1000以下
[00:17:04 - 00:17:06] 但是它也坦言
[00:17:06 - 00:17:08] 我们距离真正的证明还差得很远
[00:17:08 - 00:17:11] 就像在大海中看到了一座岛屿
[00:17:11 - 00:17:12] 却找不到登陆的地方
[00:17:12 - 00:17:14] 这个问题的深层意义
[00:17:14 - 00:17:17] 在于揭示了简单规则与复杂动态的矛盾
[00:17:17 - 00:17:19] 就像气象学家艾德华洛伦兹
[00:17:19 - 00:17:21] 发现的蝴蝶效应一样
[00:17:21 - 00:17:23] 克拉茨序列中看似随机的不动
[00:17:23 - 00:17:26] 可能隐藏着尚未被发现的数学结构
[00:17:26 - 00:17:28] 特勒轩甚至开玩笑地说道
[00:17:28 - 00:17:30] 如果我被外星人绑架
[00:17:30 - 00:17:32] 他们要求用一个数学问题
[00:17:32 - 00:17:33] 证明人类值得存活
[00:17:33 - 00:17:35] 那么我会选克拉斯猜想
[00:17:35 - 00:17:38] 因为它足够简单又足够深刻
[00:17:38 - 00:17:39] 其次呢
[00:17:39 - 00:17:40] 在计算机科学的神殿中
[00:17:40 - 00:17:41] p等于np问题
[00:17:41 - 00:17:43] 占据着至高无上的地位
[00:17:43 - 00:17:44] 是否存在一种算法
[00:17:44 - 00:17:46] 能够在多项式的时间内
[00:17:46 - 00:17:48] 解决所有可验证的问题呢
[00:17:48 - 00:17:50] 如果p等于np成立
[00:17:50 - 00:17:51] 那么密码学
[00:17:51 - 00:17:52] 蛋白质折叠等等难题
