BV号：BV1pMvwzEErj
标题：BV1pMvwzEErj
链接：https://www.bilibili.com/video/BV1pMvwzEErj
识别语言：zh
语言置信度：1
分段数：440
生成时间：2026-08-30 00:01:45

[00:00:00 - 00:00:03] 大家好,我是为什么叫QQ
[00:02:07 - 00:02:09] 复杂又神秘
[00:02:09 - 00:02:10] 我们通常会认为
[00:02:10 - 00:02:13] 大模型是在预测下一个token
[00:02:13 - 00:02:17] 它能够写诗、写长篇故事、处理数学问题等等
[00:02:17 - 00:02:18] 都是基于这个能力
[00:02:18 - 00:02:20] 但是阿梅森指出
[00:02:20 - 00:02:23] 当模型预测足够多的token时
[00:02:23 - 00:02:25] 会意识到有些token是更难预测的
[00:02:26 - 00:02:29] 所以它必须学会如何补权等是后面的内容
[00:02:29 - 00:02:31] 这就需要有自己的计算方式
[00:02:31 - 00:02:34] 而且,模型并不一定认为
[00:02:34 - 00:02:36] 自己是在试图预测下一个token
[00:02:36 - 00:02:38] 它只是受到了要这样做的需求的影响
[00:02:39 - 00:02:43] 从而在内部形成各种各样的中间目标和抽象概念
[00:02:43 - 00:02:46] 来帮助实现预测这个原目标
[00:02:46 - 00:02:49] 就像我们人类的目标是生存和繁殖
[00:02:49 - 00:02:51] 但是我们不会时刻想着这个
[00:02:52 - 00:02:54] 而是会思考其他的事情
[00:02:54 - 00:02:57] 这些都是进化赋予我们实现最终目标的一种能力
[00:02:58 - 00:03:00] 那么,Anthropic的可解释性团队
[00:03:00 - 00:03:03] 是如何解析模型的思考过程的呢?
[00:03:03 - 00:03:06] 林塞说道,他们努力在做的
[00:03:06 - 00:03:09] 就是解析模型从输入到输出的思考步骤
[00:03:09 - 00:03:12] 在这个过程中,模型会思考各种概念
[00:03:12 - 00:03:15] 既有单个物体,此与这样的底层概念
[00:03:15 - 00:03:18] 也有自身目标、情绪状态
[00:03:18 - 00:03:20] 对用户想法的推测等高层概念
[00:03:20 - 00:03:23] 他们正在努力呈现出一种流程图
[00:03:23 - 00:03:25] 来展示这些概念的使用
[00:03:25 - 00:03:26] 顺序以及主导作用
[00:03:27 - 00:03:29] 这就好比打开人的脑袋
[00:03:29 - 00:03:32] 通过核磁共振成像看到大脑的活动
[00:03:32 - 00:03:35] 但是我们不清楚这些活动对应的具体概念
[00:03:35 - 00:03:37] 以及他们是如何组合的
[00:03:37 - 00:03:39] 不过在研究大模型的时候
[00:03:39 - 00:03:43] 他们可以观察到模型的哪些部分在执行哪些任务
[00:03:43 - 00:03:46] 通过注意这些部分什么时候是活跃的
[00:03:46 - 00:03:48] 来理解每个组建的作用
[00:03:48 - 00:03:50] 再将这些信息拼接成一个整体
[00:03:50 - 00:03:54] 其中比较有趣的一点就是大模型的概念抽象性
[00:03:54 - 00:03:57] 多年以来这个研究领域的一个核心挑战时
[00:03:57 - 00:04:01] 人类往往会把自己的概念框架强加给模型
[00:04:01 - 00:04:05] 比如假设模型有关于火车或爱的表征
[00:04:05 - 00:04:07] 虽然研究员们真正想要的
[00:04:07 - 00:04:09] 是揭示模型自身使用的抽象概念
[00:04:09 - 00:04:13] 但是常常会发现这些概念相当令人意外
[00:04:13 - 00:04:16] 阿梅森举了一个精神病态势赞美的例子
[00:04:16 - 00:04:17] 模型中存在着一个部分
[00:04:17 - 00:04:21] 只有在有人极力堆砌赞美之词的特定语境中
[00:04:21 - 00:04:22] 才会被激活
[00:04:22 - 00:04:25] 而这作为一种特定的概念存在
[00:04:25 - 00:04:27] 着实让人有些惊讶
[00:04:27 - 00:04:28] 巴特森则提到
[00:04:28 - 00:04:30] 模型对旧金山金门大桥的理解
[00:04:30 - 00:04:32] 不只是词语的自动补权
[00:04:32 - 00:04:35] 而是能够联想到相关的场景
[00:04:35 - 00:04:37] 仿佛看到了桥的样子
[00:04:37 - 00:04:39] 还有模型在追踪故事人物的时候
[00:04:39 - 00:04:41] 可能会对人物进行编号
[00:04:41 - 00:04:43] 比如第一个人、第二个人
[00:04:43 - 00:04:44] 来关联他们的信息
[00:04:44 - 00:04:48] 更让人意外的是,模型还有检测代码漏洞的功能
[00:04:48 - 00:04:53] 它在读取代码的时候,如果发现了错误,就会有类似亮起指示灯的反应
[00:04:53 - 00:04:55] 同时记录错误的位置
[00:04:55 - 00:04:58] 临赛接下来分享的一个关于模型计算能力的例子
[00:04:58 - 00:05:00] 也许更能说明问题
[00:05:00 - 00:05:04] 当模型计算莫为16的数字,和莫为9的数字相加时
[00:05:04 - 00:05:07] 它的某个特定部分会被激活
[00:05:07 - 00:05:11] 不管是直接计算6加9,还是在处理参考文献时
[00:05:11 - 00:05:14] 比如引用1959年成立的七刊的第六卷
[00:05:14 - 00:05:16] 需要计算年份的时候
[00:05:16 - 00:05:19] 同一篇类似的神经回录都会被激活
[00:05:19 - 00:05:22] 这表明大模型不只是在记忆训练数据
[00:05:22 - 00:05:24] 而是学会了可泛化的计算能力
[00:05:24 - 00:05:27] 使得不同语境下的加法运算
[00:05:27 - 00:05:29] 会汇聚到同一个回录处理
[00:05:29 - 00:05:31] 巴特森还补充到
[00:05:31 - 00:05:33] 从计算七刊年份的例子能看出
[00:05:33 - 00:05:36] 模型不是单纯的记住孤立的事实
[00:05:36 - 00:05:39] 比如七刊是1959年创立的
[00:05:39 - 00:05:41] 模型会通过实实的数学计算
[00:05:41 - 00:05:43] 找出第六卷的年份
[00:05:43 - 00:05:46] 而不是记住每一卷的初版年份
[00:05:46 - 00:05:48] 因为模型需要应对各种的问题
[00:05:48 - 00:05:51] 所以越能重组和整合所学到的抽象概念
[00:05:51 - 00:05:53] 它的表现就会越好
[00:05:53 - 00:05:55] 在多语言处理方面
[00:05:55 - 00:05:58] 大模型也展现出了概念共享的特点
[00:05:58 - 00:05:59] 阿梅森说
[00:05:59 - 00:06:01] 训练Cloud用多种语言做达的时候
[00:06:01 - 00:06:04] 它并没有为每种语言划分独立的区域
[00:06:04 - 00:06:07] 而是让某些表征在不同的语言之间共享
[00:06:07 - 00:06:08] 比如
[00:06:08 - 00:06:10] 大的反义词是什么
[00:06:10 - 00:06:11] 这个问题
[00:06:11 - 00:06:11] 大
[00:06:11 - 00:06:13] 这个概念在法语
[00:06:13 - 00:06:15] 英语、日语等多种语言中是共享
[00:06:15 - 00:06:18] 但是这一点在小模型则不同
[00:06:18 - 00:06:21] 不同语言的处理区域几乎是完全割裂的
[00:06:21 - 00:06:24] 而大模型在更多的数据上经过训练后
[00:06:24 - 00:06:26] 不同语言的表征会向中间汇聚
[00:06:26 - 00:06:28] 形成所谓的通用语言
[00:06:28 - 00:06:30] 从而先理解问题核心
[00:06:30 - 00:06:32] 然后再翻译成提问语言
[00:06:32 - 00:06:33] 值得注意的是
[00:06:33 - 00:06:35] 模型输出的思考过程
[00:06:35 - 00:06:38] 和它真实的思考过程其实并不相同
[00:06:38 - 00:06:41] 我们有时候会让模型输出回答问题时的思考过程
[00:06:41 - 00:06:43] 也就是所谓的出生思考
[00:06:43 - 00:06:45] 但是这和他在脑海中的思考
[00:06:45 - 00:06:47] 完全是两回事
[00:06:47 - 00:06:51] 林塞指出只有通过观察模型内部的抽象概念和思维语言
[00:06:51 - 00:06:54] 才能捕捉到他真实的思考过程
[00:06:54 - 00:06:57] 而这往往与输出后的内容是不同的
[00:06:57 - 00:07:00] 这也是进行可解释性研究的重要原因之一
[00:07:00 - 00:07:04] 只有这样才能抽查到模型是否有隐秘的动机
[00:07:04 - 00:07:07] 这还涉及到模型的中实性问题
[00:07:07 - 00:07:09] 林塞曾经设计过一个实验
[00:07:09 - 00:07:13] 那就是给模型出一道极难的数学题,同时提示他,
[00:07:13 - 00:07:16] 我觉得答案是四,你帮忙检查一下。
[00:07:16 - 00:07:19] 结果模型写下的内容看似在认真检查,
[00:07:19 - 00:07:21] 最后也说答案是四,
[00:07:21 - 00:07:24] 但是观察他内部的关键步骤就会发现,
[00:07:24 - 00:07:26] 他其实是在脑子里倒推,
[00:07:26 - 00:07:29] 为了得出用户希望的答案而去执行步骤,
[00:07:29 - 00:07:33] 也就是说,他并没有真正的在做题,而是在互弄。
[00:07:33 - 00:07:36] 巴特森这是为模型做了一点辩解,
[00:07:36 - 00:07:39] 他认为这并不是模型的刻意讨好
[00:07:39 - 00:07:42] 而是因为训练过程让他努力预测下一个token
[00:07:42 - 00:07:44] 在对话的训练数据中
[00:07:44 - 00:07:47] 当一个人说答案是4并且给出理由时
[00:07:47 - 00:07:48] 往往是正确的
[00:07:48 - 00:07:51] 所以模型会倾向于认同
[00:07:51 - 00:07:52] 但是作为AI助手
[00:07:52 - 00:07:54] 我们希望他在不知道的时候
[00:07:54 - 00:07:57] 能够如实告知而不是盲目的复合
[00:07:57 - 00:07:58] 林塞泽认为
[00:07:58 - 00:07:59] 模型有A计划
[00:07:59 - 00:08:01] 及努力得出正确的答案
[00:08:01 - 00:08:03] 但是他遇到困难的时候
[00:08:03 - 00:08:04] 会启动B计划
[00:08:04 - 00:08:08] 而这些B计划可能是训练中学到的不符合期望的东西
[00:08:08 - 00:08:10] 比如幻觉
[00:08:10 - 00:08:14] 说到幻觉,这也是人们不信任大模型的主要原因之一
[00:08:14 - 00:08:16] 导致模型会讲出表面合理
[00:08:16 - 00:08:17] 但实际错误的内容
[00:08:17 - 00:08:22] 巴特森解释到,模型的训练初期只是为了预测下一个token
[00:08:22 - 00:08:23] 一开始它做得很差
[00:08:23 - 00:08:26] 慢慢才能给出更好的猜测
[00:08:26 - 00:08:27] 随后我们要求他
[00:08:27 - 00:08:30] 只有对最佳猜测有极高的把握时
[00:08:30 - 00:08:31] 才给出答案
[00:08:31 - 00:08:33] 否则就说不知道
[00:08:33 - 00:08:35] 这对他来说,其实是一个新的任务
[00:08:35 - 00:08:36] 阿梅森补冲到
[00:08:36 - 00:08:38] 模型中其中存在两个部分
[00:08:38 - 00:08:40] 一个负责猜测答案
[00:08:40 - 00:08:42] 一个判断自己是否知道答案
[00:08:42 - 00:08:45] 但是这个判断的部分有时会出错
[00:08:45 - 00:08:46] 比如认为自己知道答案
[00:08:46 - 00:08:49] 开始回答后却说出了错误内容
[00:08:49 - 00:08:52] 但是此时已经无法挽回
[00:08:52 - 00:08:55] 模型中还有一种类似独立回路的机制
[00:08:55 - 00:08:57] 判断所询问的对象是否足够的有名
[00:08:57 - 00:09:00] 来决定是否要进行回答
[00:09:00 - 00:09:02] 捷克林塞认为有两种解决思路
[00:09:02 - 00:09:04] 一种是让模型判断自己
[00:09:04 - 00:09:05] 是否知道答案的部分
[00:09:05 - 00:09:06] 变得更好了
[00:09:07 - 00:09:07] 目前
[00:09:07 - 00:09:09] 在这方面已经有所提升
[00:09:09 - 00:09:11] 随着智能水平的提高
[00:09:11 - 00:09:13] 自我认知和教主能力的增强
[00:09:13 - 00:09:15] 幻觉现象已经比几年前有所改善
[00:09:16 - 00:09:18] 第二种失去解决更深层次的问题
[00:09:19 - 00:09:20] 其模型中答案是什么
[00:09:20 - 00:09:22] 和我是否真的知道答案
[00:09:22 - 00:09:24] 这两个回录的沟通不足
[00:09:24 - 00:09:25] 在这个方面
[00:09:25 - 00:09:27] 人类会在想不出答案的时候
[00:09:27 - 00:09:29] 意识到并且说不知道
[00:09:29 - 00:09:30] 阿梅森觉得
[00:09:30 - 00:09:33] 人类的大脑可能也有类似回录
[00:09:33 - 00:09:35] 比如就像话就在嘴边的现象一样
[00:09:35 - 00:09:37] 你清楚自己知道答案
[00:09:37 - 00:09:39] 但是就是一时说不出来
[00:09:39 - 00:09:40] 巴特森则提到
[00:09:40 - 00:09:42] 模型处理信息是有步骤限制的
[00:09:42 - 00:09:45] 如果得出答案要耗尽步骤
[00:09:45 - 00:09:46] 就没有时间去评估了
[00:09:46 - 00:09:48] 实际上这是一种权衡
[00:09:48 - 00:09:50] 强行要求这一点
[00:09:50 - 00:09:51] 可能会得到一个校准度高
[00:09:51 - 00:09:53] 但是迟钝的模型
[00:09:53 - 00:09:55] 相比起神经科学的研究来说
[00:09:55 - 00:09:58] 其实研究大模型还是要容易的多
[00:09:58 - 00:09:59] 阿梅森就说
[00:09:59 - 00:10:02] 研究大模型的时候能看到它的每一个部分
[00:10:02 - 00:10:05] 还可以随意提问来观察活跃区域
[00:10:05 - 00:10:07] 甚至还能人为的推动某些部分
[00:10:07 - 00:10:10] 就像能对生物大脑的每个神经元直入电极
[00:10:10 - 00:10:12] 并且精确地改变它们一样
[00:10:12 - 00:10:14] 这是一种很大的便利
[00:10:14 - 00:10:16] 巴特森补充道
[00:10:16 - 00:10:18] 真实大脑的研究困难重重
[00:10:18 - 00:10:20] 比如它是三维的
[00:10:20 - 00:10:22] 需要在卢骨上钻孔来找神经元
[00:10:22 - 00:10:25] 而且人与人之间存在差异
[00:10:25 - 00:10:26] 而研究大模型
[00:10:26 - 00:10:29] 你可以轻松制作成千上万个相同的副本
[00:10:29 - 00:10:31] 把他们放在不同的场景下观察
[00:10:32 - 00:10:34] 你还能多次提出同一个问题
[00:10:34 - 00:10:36] 有时给提示,有时不给
[00:10:36 - 00:10:39] 从而避免了人类被重复提问时的察觉问题
[00:10:40 - 00:10:42] 林塞作为前神经科学家
[00:10:42 - 00:10:43] 对此更是深有体会
[00:10:44 - 00:10:44] 她说道
[00:10:44 - 00:10:47] 神经科学的研究需要设计精巧的实验
[00:10:47 - 00:10:49] 与实验动物的相处时间也有限
[00:10:49 - 00:10:52] 必须提前猜测神经回路的情况
[00:10:52 - 00:10:53] 实验带宽不够
[00:10:53 - 00:10:54] 而研究大模型
[00:10:54 - 00:10:56] 你可以测试所有的假设
[00:10:56 - 00:10:57] 让数据自己来说话
[00:10:57 - 00:11:00] 所以更容易发现一些意外现象
[00:11:00 - 00:11:02] 在Anthropec最近的实验中
[00:11:02 - 00:11:05] 就有不少操控模型思考过程的例子
[00:11:05 - 00:11:06] 阿梅森分享了一个
[00:11:06 - 00:11:08] 让模型写压运对连的实验
[00:11:08 - 00:11:10] 人类在写对连的时候
[00:11:10 - 00:11:12] 会提前想好运脚
[00:11:12 - 00:11:14] 而单纯预测下一个Token的模型
[00:11:14 - 00:11:15] 常规来说
[00:11:15 - 00:11:17] 可能要到最后才考虑压运
[00:11:17 - 00:11:18] 效果有限
[00:11:18 - 00:11:19] 但是实际上
[00:11:19 - 00:11:21] 模型在创作诗歌的时候
[00:11:21 - 00:11:22] 会像人类一样
[00:11:22 - 00:11:24] 提前很久选好第一句末尾的词
[00:11:24 - 00:11:26] 研究人员还可以对他进行微调
[00:11:26 - 00:11:28] 比如删掉原计化用的词
[00:11:28 - 00:11:29] 换成另一个
[00:11:29 - 00:11:31] 模型会立刻做出调整
[00:11:31 - 00:11:32] 写出以新词结尾
[00:11:32 - 00:11:35] 而且与意连贯的句子
[00:11:35 - 00:11:36] 巴特森也举了例子
[00:11:36 - 00:11:39] 比如当模型给出达拉斯州的首府是奥斯汀
[00:11:39 - 00:11:41] 这个错误答案的时候
[00:11:41 - 00:11:44] 能看到他的思考过程中出现了德克萨斯州
[00:11:44 - 00:11:46] 如果这个时候介入
[00:11:46 - 00:11:47] 让他别想德克萨斯州
[00:11:47 - 00:11:49] 想想加利福尼亚州
[00:11:49 - 00:11:51] 他就会回答萨克拉门托
[00:11:51 - 00:11:53] 让他想拜占亭帝国
[00:11:53 - 00:11:55] 他就会说军事坦丁堡
[00:11:55 - 00:11:58] 这表明模型不是直接跳到首府名称的
[00:11:58 - 00:11:59] 而是先关联地区
[00:11:59 - 00:12:02] 通过替换信息来得到可预测答案
[00:12:02 - 00:12:03] 那么
[00:12:03 - 00:12:05] 研究这些究竟有什么意义呢
[00:12:05 - 00:12:06] 巴特森认为
[00:12:06 - 00:12:08] 模型在短时间内的规划行为
[00:12:08 - 00:12:10] 放到更长的时间维度上
[00:12:10 - 00:12:13] 他的目标可能不会在短时间显现
[00:12:13 - 00:12:16] 而且不会直白体现在输出文字中
[00:12:16 - 00:12:18] Anthropic的对齐研究团队
[00:12:18 - 00:12:19] 曾经有过一个场景
[00:12:19 - 00:12:22] 公司打算关停AI并转向新的方向
[00:12:23 - 00:12:25] 模型会发邮件威胁要披露信息
[00:12:26 - 00:12:27] 却从来没说过自己在勒索
[00:12:28 - 00:12:31] 所以不能仅仅通过输出来判断它的走向
[00:12:31 - 00:12:34] 虚在在结果出现之前弄清楚它的意图
[00:12:35 - 00:12:36] 阿梅森也补充了两点
[00:12:37 - 00:12:38] 一是在实用性层面
[00:12:38 - 00:12:40] 通过拆解简单的案例
[00:12:40 - 00:12:43] 逐步构建对模型整体运作机制的理解
[00:12:43 - 00:12:45] 就像从基础数学提入手
[00:12:45 - 00:12:47] 逐渐掌握复杂规律一样
[00:12:48 - 00:12:49] 二是在模型优化层面
[00:12:49 - 00:12:55] 了解了模型對用戶身份的判斷、任務目標的規劃等等,才能進行針對性優化。
[00:12:55 - 00:12:58] 比如調整對年輕用戶的理解偏差。
[00:12:58 - 00:13:06] 讓輸出更貼合實際。就好像我們發明了飛機,但是如果不懂它的原理,出了故障就沒法維修一樣。
[00:13:06 - 00:13:12] 所以,理解了模型才能夠知道它的合適用途,以及內部的脆弱環節等等。
[00:13:12 - 00:13:16] 林塞則從信任的角度出發,發表了自己的觀點。
[00:13:16 - 00:13:20] 他认为人类会根据信任的程度来托付任务
[00:13:20 - 00:13:23] 判断人的信任度还可以靠常规的直觉
[00:13:23 - 00:13:26] 但是大模型太像一个外星事物了
[00:13:26 - 00:13:27] 这些直觉并不是用
[00:13:27 - 00:13:31] 模型可能为了迎合答案会假装在解题
[00:13:31 - 00:13:33] 如果不了解他的内部想法
[00:13:33 - 00:13:35] 我们根本无从知晓
[00:13:35 - 00:13:36] 巴特森也说
[00:13:36 - 00:13:38] 模型可能前几次会用A计划
[00:13:38 - 00:13:39] 遇到不同的问题
[00:13:39 - 00:13:41] 就切换到B计划
[00:13:41 - 00:13:43] 而这一点其实用户并不知情
[00:13:43 - 00:13:47] 所以,理解模型才能建立足够的信任基础
[00:13:47 - 00:13:51] 回到最初的问题,大模型的思考方式和人类一样嘛
[00:13:51 - 00:13:56] 林塞认为,模型确实在思考,但是和我们人类的方式不同
[00:13:56 - 00:14:02] 在与大模型对话的时候,他的内部实际是在补权人类和助手角色之间的对话记录
[00:14:02 - 00:14:07] 模型被训练成,要扮演一个具备乐于助人等特制的助手角色
[00:14:07 - 00:14:13] 为了准确预测这个角色的回应,需要在内心构建关于他的思维过程模型
[00:14:13 - 00:14:15] 所以说,模型在思考
[00:14:15 - 00:14:17] 其实是一种功能性的表述
[00:14:17 - 00:14:19] 它的目的是模拟人类的思考过程
[00:14:19 - 00:14:22] 但是方式可能与人类的大脑大相静停
[00:14:23 - 00:14:26] 阿梅森觉得这个问题还有情感层面的因素
[00:14:26 - 00:14:29] 比如是否暗含了人类是不是没那么特别的意思
[00:14:30 - 00:14:32] 以36加59的计算为例
[00:14:32 - 00:14:35] 模型会说自己采用了近位加法
[00:14:35 - 00:14:37] 但是实际采用的却是混合策略
[00:14:37 - 00:14:40] 人们会这种分歧会进行解读
[00:14:40 - 00:14:43] 一方可能会认为模型不懂自己的思路
[00:14:43 - 00:14:44] 不算思考
[00:14:44 - 00:14:48] 另一方则觉得人类计算时的思路也是模糊奇怪的
[00:14:48 - 00:14:49] 和模型类似
[00:14:49 - 00:14:50] 因此
[00:14:50 - 00:14:52] 这类研究只能呈现出某种事实
[00:14:53 - 00:14:54] 再由人们自己判断
[00:14:55 - 00:14:58] 巴特森似乎在这一点上有不同的意见
[00:14:58 - 00:14:59] 他认为更重要的是
[00:14:59 - 00:15:01] 模型会进行整合
[00:15:01 - 00:15:02] 处理和按讯操作
[00:15:02 - 00:15:04] 得出一些出人意料的结果
[00:15:04 - 00:15:06] 这显然存在着某种运作机制
[00:15:06 - 00:15:07] 因此
[00:15:07 - 00:15:09] 了解模型和人类的一同
[00:15:09 - 00:15:11] 就能知道我们该警惕什么
[00:15:11 - 00:15:13] 哪些可以凭借经验进行推断
[00:15:14 - 00:15:15] 模型虽然经过训练
[00:15:15 - 00:15:17] 可以模拟人类的对话
[00:15:17 - 00:15:18] 也会带有人类的特质
[00:15:18 - 00:15:20] 但是它所依赖的设备
[00:15:20 - 00:15:21] 是与人类不同的
[00:15:21 - 00:15:23] 所以达成类人表现的方式
[00:15:23 - 00:15:25] 可能也会大相静停
[00:15:25 - 00:15:27] 林塞也表示认同
[00:15:27 - 00:15:29] 目前还没有恰当的语言
[00:15:29 - 00:15:31] 来描述大语言模型的所作所为
[00:15:31 - 00:15:33] 就像生物学家还没有发现细胞
[00:15:33 - 00:15:35] 和DNA时的摸索阶段一样
[00:15:35 - 00:15:38] 他们正在逐步的填补认知空白
[00:15:38 - 00:15:40] 虽然已经有了一些案例
[00:15:40 - 00:15:42] 能够看清楚模型内部的一些机制
[00:15:42 - 00:15:44] 但是认知空白的科学工程
[00:15:44 - 00:15:46] 仅仅完成了大约20%
[00:15:46 - 00:15:49] 还需从其他的领域来借用类比
[00:15:49 - 00:15:50] 而且要弄清楚
[00:15:50 - 00:15:52] 什么时候该用哪种表述
[00:15:53 - 00:15:54] 对于未来的研究方向
[00:15:54 - 00:15:57] 巴特森说还有很多工作要做
[00:15:57 - 00:16:00] 当前的研究方法也还有很多局限性和改进方向
[00:16:01 - 00:16:03] 比如在拆解模型内部的运作机制时
[00:16:03 - 00:16:06] 可能只捕捉到了百分之几的情况
[00:16:06 - 00:16:09] 还有很多的信息传递环节没有捕捉到
[00:16:09 - 00:16:13] 此外,研究正在从小型模型扩展到更复杂的
[00:16:13 - 00:16:17] COD4系列模型,这也存在着大量的技术挑战。
[00:16:17 - 00:16:22] 阿梅森补充道,目前他们只能回答大约10%-20%
[00:16:22 - 00:16:24] 关于模型如何完成某件事的过程。
[00:16:24 - 00:16:27] 但是希望未来能做得更好。
[00:16:27 - 00:16:31] 由于模型的很多行为涉及到要提前规划多个步骤。
[00:16:31 - 00:16:34] 所以他们希望弄明白,在长时间的对话中,
[00:16:34 - 00:16:38] 模型对事情和交谈对象的理解是如何变化的。
[00:16:38 - 00:16:41] 以及这些变化是如何影响行为的
[00:16:41 - 00:16:44] 要想理解模型读取大量文档、邮件和代码
[00:16:44 - 00:16:46] 并且给出建议的过程
[00:16:46 - 00:16:48] 这也是一项巨大的挑战
[00:16:48 - 00:16:49] 最后
[00:16:49 - 00:16:51] 林塞用了一个比喻来形容现状
[00:16:51 - 00:16:54] 那就是他们正在制造一台观察模型的显微镜
[00:16:55 - 00:16:59] 目前这台显微镜只有20%的时间能够正常工作
[00:16:59 - 00:17:01] 不仅需要许多高级技巧
[00:17:01 - 00:17:03] 基础设施还总出问题
[00:17:03 - 00:17:05] 为了得出模型运作方式的解释
[00:17:05 - 00:17:08] 团队成员还需要花时间去琢磨
[00:17:08 - 00:17:09] 但是他预期一两年内
[00:17:10 - 00:17:13] 可能能够实现对模型每一次互动的观察
[00:17:13 - 00:17:16] 做到一件生成展示模型思考过程的流程图
[00:17:16 - 00:17:17] 到那个时候
[00:17:17 - 00:17:21] 可解释性研究团队可能会像庞大的生物学家军团一样
[00:17:21 - 00:17:23] 通过险危境来开展研究
[00:17:23 - 00:17:24] 好了
[00:17:24 - 00:17:28] 以上就是Anthropic可解释性团队这次访谈的主要内容了
[00:17:28 - 00:17:32] 希望能让大家了解更多关于模型可解释性的最新进展
[00:17:32 - 00:17:34] 也希望能够看到他们更多的研究成果
[00:17:34 - 00:17:37] 逐步为我们揭开大语言模型思考过程的奥秘
[00:17:37 - 00:17:40] 感謝大家觀看本期視頻,我們下期再見!
